Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
59:58.5	1300	1282.750244	100	97.242485	0.080135	0.07346	15.653318	0.229751	228.457293	1050	4.093012	959.38245	2.948428	18.216065	2.814068	2.858469	2792.61906	-11.870885	0	214.224259	1.020101	30.686955	29.566472	0.016514	42.66042
59:58.6	1300	1310.744751	100	100.0132	0.068213	0.081166	15.802309	0.10391	228.555924	1050	4.052497	1015.008724	2.876435	18.691019	2.819563	2.858469	2922.472583	-11.879004	0	214.242581	1.019833	27.986398	29.497616	0.016514	42.844903
59:58.7	1300	1304.546387	100	98.627842	0.070237	0.062227	15.825959	0.095712	228.597679	1050	4.028893	1054.15314	2.962902	18.098198	2.829613	2.843013	2816.448055	-11.87596	0	214.396393	1.019565	30.830384	29.965263	0.016514	42.844392
59:58.8	1300	1279.140381	100	100.0132	0.07712	0.073132	15.936052	0.315011	228.735279	1050	4.051473	1101.538485	2.908979	18.467209	2.830328	2.858469	3004.057132	-11.86784	0	214.300931	1.020369	31.229935	27.55817	0.01665	42.812321
59:58.9	1300	1294.665894	100	98.627842	0.069378	0.074033	15.936052	-0.000206	228.735279	1050	4.06976	1124.201042	2.904671	18.495	2.8246	2.843013	3004.057132	-11.86784	0	214.300931	1.020369	31.229935	27.55817	0.01665	42.812321
59:59.0	1300	1311.002563	100	100.0132	0.071446	0.087233	15.936052	0.03935	228.735279	1050	4.095773	1122.140809	2.818514	19.077227	2.828791	2.863622	2977.129063	-11.86784	0	214.300931	1.020369	31.229935	27.55817	0.01665	42.812321
59:59.1	1300	1307.018677	100	100.0132	0.067094	0.05616	15.921028	0.249017	228.727969	1050	4.112343	1031.490584	2.872853	18.737987	2.831777	2.848165	2977.129063	-11.87393	0	214.367853	1.019029	28.16261	28.266814	0.016605	42.818982
59:59.2	1300	1289.324341	100	100.0132	0.06746	0.069688	15.921028	0.065789	228.727969	1050	4.117411	994.4064	2.737078	19.707755	2.839307	2.863622	3058.267895	-11.87393	0	214.367853	1.019029	28.16261	28.266814	0.016605	42.818982
59:59.3	1300	1310.615967	100	100.0132	0.069076	0.076903	15.791734	0.088539	228.718206	1050	4.07432	1002.64733	2.931382	18.399708	2.823248	2.848165	3058.267895	-11.864795	0	214.474315	1.019565	29.119485	29.007016	0.01656	42.827772
59:59.4	1300	1304.036011	100	101.398558	0.074427	0.065917	15.791734	0.193475	228.718206	1050	4.052691	1070.634999	2.892352	18.689064	2.826601	2.858469	3036.558047	-11.864795	0	214.474315	1.019565	29.119485	29.007016	0.01656	42.827772
59:59.5	1300	1283.903198	100	100.0132	0.078625	0.066901	15.820224	-0.070299	228.936621	1050	4.052522	1087.116858	2.90731	18.612414	2.827841	2.853317	3036.558047	-11.87596	0	214.493012	1.019565	31.379511	28.545107	0.016469	42.897109
59:59.6	1300	1311.647461	100	101.398558	0.076162	0.093628	15.88823	0.091203	228.709925	1050	4.085402	1118.020344	2.866956	18.878075	2.82308	2.853317	2929.773803	-11.879004	0	214.333015	1.019029	27.693394	29.084479	0.016514	42.903368
59:59.7	1300	1306.719849	100	98.627842	0.069321	0.053947	15.88823	0.25455	228.709925	1050	4.09605	1089.177091	2.916893	18.549461	2.826465	2.863622	2929.773803	-11.879004	0	214.333015	1.019029	27.693394	29.084479	0.016514	42.903368
59:59.8	1300	1307.2323	100	100.0132	0.068735	0.071656	15.893155	-0.060052	228.674396	1050	4.115882	1004.707562	2.962179	18.238856	2.841058	2.843013	3025.158895	-11.8719	0	214.534268	1.019029	29.572309	30.619396	0.016514	42.791089
59:59.9	1300	1299.334106	100	101.398558	0.073573	0.088873	15.893155	0.14777	228.674396	1050	4.105927	957.322217	2.917299	18.527965	2.819018	2.863622	3025.158895	-11.8719	0	214.534268	1.019029	29.572309	30.619396	0.016514	42.791089
00:00.0	1300	1299.756226	100	98.627842	0.07357	0.050667	15.845833	0.203722	228.641917	1050	4.063437	986.165471	2.730986	19.777817	2.826976	2.843013	2826.653691	-11.877989	0	214.327351	1.019297	27.72003	28.814793	0.016514	42.696322
00:00.1	1300	1307.958984	100	98.627842	0.07875	0.065179	15.845833	0.162732	228.641917	1050	4.033996	1017.068957	2.845285	18.510871	2.833337	2.853317	2826.653691	-11.877989	0	214.327351	1.019297	27.72003	28.814793	0.016514	42.696322
00:00.2	1300	1307.018677	100	100.0132	0.076152	0.100024	15.845833	0.153099	228.641917	1050	4.041896	1076.815696	2.911136	18.553203	2.814893	2.832709	2881.650704	-11.877989	0	214.327351	1.019297	27.72003	28.814793	0.016514	42.696322
00:00.3	1300	1307.787964	100	98.627842	0.080538	0.061981	15.842481	0.121741	228.397407	1050	4.053316	1113.89988	2.944003	18.306812	2.818254	2.837861	2881.650704	-11.85769	0	214.418924	1.020101	29.859167	29.741481	0.01656	42.72709
00:00.4	1300	1309.929199	100	101.398558	0.070956	0.080019	15.841796	0.113338	228.534875	1050	4.082935	1078.875929	2.955743	18.232822	2.841039	2.863622	3024.624344	-11.880019	0	214.453748	1.020369	27.86141	28.694295	0.016605	42.800401
00:00.5	1300	1303.738525	100	101.398558	0.073539	0.055586	15.841796	0.184252	228.534875	1050	4.105257	1012.948492	2.963035	18.149394	2.821455	2.853317	3024.624344	-11.880019	0	214.453748	1.020369	27.86141	28.694295	0.016605	42.800401
00:00.6	1300	1300.643677	100	100.0132	0.069909	0.087561	15.757412	-0.099608	228.516386	1050	4.09161	988.225703	2.915151	18.469746	2.832229	2.853317	2836.08304	-11.86987	0	214.332827	1.020101	30.645976	28.846352	0.01656	42.643579
00:00.7	1300	1289.490601	100	101.398558	0.070415	0.104943	15.757412	0.094687	228.516386	1050	4.058306	1056.213372	2.946824	18.243596	2.819563	2.853317	2836.08304	-11.86987	0	214.332827	1.020101	30.645976	28.846352	0.01656	42.643579
00:00.8	1300	1306.976074	100	98.627842	0.076999	0.065261	15.757412	0.186916	228.516386	1050	4.041827	1082.996394	2.88204	18.664881	2.832081	2.848165	2883.353371	-11.86987	0	214.332827	1.020101	30.645976	28.846352	0.01656	42.643579
00:00.9	1300	1321.265869	100	100.0132	0.073655	0.079855	15.897485	-0.127891	228.494353	1050	4.073506	1101.538485	2.895987	18.582899	2.844187	2.853317	2883.353371	-11.879004	0	214.377532	1.020101	29.461664	31.104257	0.016514	42.591066
00:01.0	1300	1299.249634	100	101.398558	0.071367	0.077805	15.897485	0.027053	228.494353	1050	4.088531	1050.032675	2.750796	19.583613	2.826539	2.848165	2869.458202	-11.879004	0	214.377532	1.020101	29.461664	31.104257	0.016514	42.591066
00:01.1	1300	1306.719849	100	101.398558	0.085778	0.07141	15.8327	0.25619	228.521445	1050	4.101324	977.924541	2.967151	18.104557	2.82613	2.858469	2869.458202	-11.86784	0	214.620342	1.020101	31.084458	29.118907	0.01656	42.754531
00:01.2	1300	1302.464966	100	100.0132	0.077207	-0.051161	15.8327	0.011272	228.521445	1050	4.07772	1006.767795	2.883724	18.689449	2.829168	2.837861	3053.100751	-11.86784	0	214.620342	1.020101	31.084458	29.118907	0.01656	42.754531
00:01.3	1300	1293.744751	100	100.0132	0.07655	0.064687	16.040353	-0.083006	228.757865	1050	4.038664	1047.972443	2.904464	18.548645	2.82611	2.837861	3053.100751	-11.879004	0	214.538525	1.019833	27.908537	29.755826	0.016514	42.735796
00:01.4	1300	1306.463623	100	98.627842	0.074459	0.089037	16.040353	0.120921	228.757865	1050	4.048281	1095.357788	2.871037	18.804992	2.760421	2.863622	2926.24716	-11.879004	0	214.538525	1.019833	27.908537	29.755826	0.016514	42.735796
00:01.5	1300	1289.324341	100	102.783916	0.079609	0.051405	15.80936	0.209256	228.651408	1050	4.066998	1087.116858	2.911827	18.516671	2.809915	2.843013	2926.24716	-11.8719	0	214.450604	1.019833	29.24857	31.38255	0.01656	42.842938
00:01.6	1300	1315.832764	100	98.627842	0.079309	0.065015	15.802768	-0.084031	228.642315	1050	4.092496	1004.707562	2.957503	18.211617	2.822023	2.858469	2915.298957	-11.86784	0	214.553095	1.019833	29.617387	26.419176	0.01665	42.873489
00:01.7	1300	1302.804199	100	100.0132	0.082688	0.073132	15.802768	0.073782	228.642315	1050	4.091812	982.045006	2.912648	18.501949	2.80062	2.858469	2915.298957	-11.86784	0	214.553095	1.019833	29.617387	26.419176	0.01665	42.873489
00:01.8	1300	1304.546387	100	100.0132	0.072836	0.063457	15.802768	0.066199	228.642315	1050	4.050267	1039.731513	2.889869	18.663698	2.810721	2.853317	3007.871219	-11.86784	0	214.553095	1.019833	29.617387	26.419176	0.01665	42.873489
00:01.9	1300	1287.001221	100	100.0132	0.075554	0.059194	15.846281	-0.042221	228.80868	1050	4.034217	1058.273605	2.807479	19.249608	2.812994	2.858469	3007.871219	-11.864795	0	214.564978	1.019565	28.582651	30.051333	0.01656	42.769833
00:02.0	1300	1307.916138	100	98.627842	0.080211	0.091087	15.79845	0.109034	228.779627	1050	4.059801	1120.080577	2.888176	18.724445	2.805029	2.853317	2913.259692	-11.876975	0	214.446441	1.019565	28.756815	29.569341	0.01656	42.918286
00:02.1	1300	1289.407471	100	101.398558	0.076461	0.05657	15.79845	0.323209	228.779627	1050	4.068989	1122.140809	2.798168	19.346792	2.803355	2.863622	2913.259692	-11.876975	0	214.446441	1.019565	28.756815	29.569341	0.01656	42.918286
00:02.2	1300	1291.197266	100	100.0132	0.082406	0.058374	15.788256	-0.108011	228.775502	1050	4.103157	1064.454302	3.046053	18.118213	2.815971	2.843013	2870.140768	-11.885094	0	214.526539	1.019833	29.740326	30.323888	0.016514	42.69843
00:02.3	1300	1301.913696	100	102.783916	0.072231	0.075017	15.788256	0.325669	228.775502	1050	4.110113	990.285936	2.933626	18.395912	2.803509	2.873926	2870.140768	-11.885094	0	214.526539	1.019833	29.740326	30.323888	0.016514	42.69843
00:02.4	1300	1303.780884	100	98.627842	0.070528	0.050175	15.827398	0.108419	228.63838	1050	4.084878	975.864309	2.902612	18.603623	2.804104	2.843013	2978.16718	-11.874945	0	214.509458	1.020369	29.260864	30.183307	0.016514	42.651088
00:02.5	1300	1280.983887	100	98.627842	0.072454	0.067474	15.827398	0.026233	228.63838	1050	4.045908	1043.851978	2.94823	18.284675	2.811063	2.853317	2978.16718	-11.874945	0	214.509458	1.020369	29.260864	30.183307	0.016514	42.651088
00:02.6	1300	1314.578735	100	102.783916	0.079442	0.083462	15.827398	0.324439	228.63838	1050	4.03312	1062.39407	2.909084	18.547301	2.794035	2.858469	2893.717907	-11.874945	0	214.509458	1.020369	29.260864	30.183307	0.016514	42.651088
00:02.7	1300	1298.0271	100	100.0132	0.075227	0.052799	15.695605	0.053902	228.658021	1050	4.063769	1113.89988	2.838961	19.011631	2.80325	2.863622	2893.717907	-11.87596	0	214.531974	1.020369	29.535428	30.863261	0.016514	42.793384
00:02.8	1300	1306.719849	100	100.0132	0.07601	0.063375	15.797163	0.051442	228.664465	1050	4.0733	1120.080577	2.925337	17.9027	2.810839	2.853317	2860.431909	-11.872915	0	214.604123	1.019833	29.998498	27.340126	0.01665	42.740486
00:02.9	1300	1309.200317	100	102.783916	0.072513	0.087561	15.797163	0.284064	228.664465	1050	4.102232	1043.851978	2.906454	18.514879	2.796745	2.853317	2860.431909	-11.872915	0	214.604123	1.019833	29.998498	27.340126	0.01665	42.740486
00:03.0	1300	1302.125732	100	100.0132	0.072719	0.058046	15.797163	-0.011068	228.664465	1050	4.11096	977.924541	2.918655	18.402197	2.80072	2.853317	2717.164385	-11.872915	0	214.604123	1.019833	29.998498	27.340126	0.01665	42.740486
00:03.1	1300	1278.935913	100	100.0132	0.080069	0.070344	15.818659	0.023979	228.614217	1050	4.075483	996.466633	2.976472	18.000672	2.809061	2.843013	2717.164385	-11.85972	0	214.568032	1.020101	30.117338	29.718529	0.01656	42.800731
00:03.2	1300	1311.561401	100	95.857127	0.072257	0.089693	15.818659	0.220118	228.614217	1050	4.03926	1029.430351	2.900069	18.524188	2.797929	2.863622	2813.992508	-11.85972	0	214.568032	1.020101	30.117338	29.718529	0.01656	42.800731
00:03.3	1300	1303.313721	100	100.0132	0.077922	0.044108	15.83326	0.232006	228.550648	1050	4.043298	1072.695232	2.972757	17.980064	2.800338	2.848165	2813.992508	-11.881034	0	214.556155	1.020369	29.076456	28.223779	0.016514	42.925718
00:03.4	1300	1302.84668	100	100.0132	0.07231	0.062883	15.882725	-0.038532	228.482687	1050	4.056692	1101.538485	2.984995	17.881209	2.813227	2.858469	2955.789583	-11.876975	0	214.593707	1.020369	27.86141	29.118907	0.016514	42.838544
00:03.5	1300	1306.122559	100	100.0132	0.080283	0.088873	15.882725	0.12584	228.482687	1050	4.078413	1085.056626	2.902803	18.408503	2.785665	2.843013	2955.789583	-11.876975	0	214.593707	1.020369	27.86141	29.118907	0.016514	42.838544
00:03.6	1300	1299.081055	100	100.0132	0.074795	0.058784	15.882725	0.222373	228.482687	1050	4.095927	1019.129189	2.922924	18.273279	2.795793	2.863622	2975.6921	-11.876975	0	214.593707	1.020369	27.86141	29.118907	0.016514	42.838544
00:03.7	1300	1277.791992	100	100.0132	0.072981	0.060342	15.913812	-0.019266	228.395072	1050	4.091295	984.105238	2.748857	19.468112	2.809861	2.848165	2975.6921	-11.86175	0	214.471581	1.020369	30.41649	29.884931	0.01656	42.730924
00:03.8	1300	1309.243164	100	97.242485	0.072418	0.09453	15.913812	0.066609	228.395072	1050	4.058505	1047.972443	2.994724	17.800099	2.795192	2.853317	2855.2025	-11.86175	0	214.471581	1.020369	30.41649	29.884931	0.01656	42.730924
00:03.9	1300	1291.781006	100	101.398558	0.072603	0.053455	15.908115	0.130349	228.485976	1050	4.036962	1087.116858	2.976406	17.887199	2.794799	2.853317	2855.2025	-11.883064	0	214.513699	1.019565	29.867363	30.229211	0.016514	42.802972
00:04.0	1300	1283.614746	100	100.0132	0.074314	0.073214	15.908115	-0.040581	228.485976	1050	4.066065	1118.020344	2.91747	18.261372	2.811369	2.853317	2844.676083	-11.883064	0	214.513699	1.019565	29.867363	30.229211	0.016514	42.802972
00:04.1	1300	1308.001709	100	102.783916	0.081226	0.08256	15.755531	0.138957	228.266627	1050	4.087099	1099.478253	2.807588	18.997217	2.787061	2.858469	2844.676083	-11.884079	0	214.632875	1.020101	29.728032	27.822118	0.01656	42.808088
00:04.2	1300	1274.859741	100	101.398558	0.075896	0.054274	15.993627	0.200648	228.302756	1050	4.107019	1033.550816	2.905727	18.325501	2.798337	2.843013	2961.010068	-11.864795	0	214.476086	1.020101	29.070309	28.370098	0.016605	42.862407
00:04.3	1300	1315.313477	100	98.627842	0.07512	0.063457	15.993627	0.005123	228.302756	1050	4.102546	975.864309	2.734863	19.51385	2.803596	2.853317	2961.010068	-11.864795	0	214.476086	1.020101	29.070309	28.370098	0.016605	42.862407
00:04.4	1300	1300.347778	100	97.242485	0.075351	0.08666	15.868933	0.151254	228.328053	1050	4.070959	1033.550816	2.97378	17.896144	2.788769	2.843013	2824.991084	-11.894229	0	214.571582	1.019297	30.184955	28.611094	0.016605	42.943071
00:04.5	1300	1303.271118	100	101.398558	0.072538	0.052635	15.868933	0.167855	228.328053	1050	4.038341	1070.634999	2.915783	18.264931	2.793511	2.863622	2824.991084	-11.894229	0	214.571582	1.019297	30.184955	28.611094	0.016605	42.943071
00:04.6	1300	1308.772095	100	101.398558	0.073833	0.065261	15.731991	-0.080342	228.218047	1050	4.06341	1111.839647	2.911365	18.270014	2.80462	2.843013	2879.981614	-11.864795	0	214.527687	1.019565	29.277256	27.446279	0.01656	42.922844
00:04.7	1300	1301.363159	100	100.0132	0.070014	0.095596	15.731991	0.135063	228.218047	1050	4.082126	1120.080577	2.935517	18.094053	2.789326	2.863622	2879.981614	-11.864795	0	214.527687	1.019565	29.277256	27.446279	0.01656	42.922844
00:04.8	1300	1277.588013	100	100.0132	0.073972	0.067966	15.785364	0.182817	228.321231	1050	4.1062	1089.177091	2.884455	18.425405	2.792573	2.853317	2839.507186	-11.872915	0	214.486521	1.019297	29.017036	30.011167	0.016605	42.727152
00:04.9	1300	1286.628662	100	97.242485	0.08105	0.070262	15.785364	0.01742	228.321231	1050	4.115817	996.466633	2.909124	18.245968	2.804445	2.853317	2839.507186	-11.872915	0	214.486521	1.019297	29.017036	30.011167	0.016605	42.727152
00:05.0	1300	1302.125732	100	101.398558	0.076797	0.099286	15.829815	0.185276	228.253361	1050	4.104917	990.285936	2.830241	18.786336	2.792997	2.858469	2801.992231	-11.877989	0	214.524171	1.019297	30.010791	30.593575	0.016514	42.914187
00:05.1	1300	1303.143921	100	97.242485	0.0772	0.046404	15.829815	0.224012	228.253361	1050	4.057958	1031.490584	2.918768	18.207111	2.793286	2.858469	2801.992231	-11.877989	0	214.524171	1.019297	30.010791	30.593575	0.016514	42.914187
00:05.2	1300	1309.500488	100	102.783916	0.076044	0.060915	15.858139	0.078291	228.3164	1050	4.050149	1062.39407	2.770233	19.234716	2.809055	2.863622	3030.673221	-11.752136	0	214.593294	1.019297	27.826577	28.671343	0.01656	42.856747
00:05.3	1300	1305.227417	100	97.242485	0.070388	0.088545	15.858139	0.19245	228.3164	1050	4.067492	1122.140809	2.948785	18.023521	2.785411	2.848165	3030.673221	-11.752136	0	214.593294	1.019297	27.826577	28.671343	0.01656	42.856747
00:05.4	1300	1276.731567	100	98.627842	0.068888	0.062555	15.631262	-0.075013	228.271806	1050	4.082689	1097.41802	2.704869	19.712323	2.792086	2.858469	2883.620828	-11.882049	0	214.532024	1.020369	29.512889	31.187458	0.016514	42.80614
00:05.5	1300	1286.049561	100	101.398558	0.070877	0.054602	15.631262	0.065174	228.271806	1050	4.116085	1035.611048	2.886254	18.514245	2.80531	2.843013	2883.620828	-11.882049	0	214.532024	1.020369	29.512889	31.187458	0.016514	42.80614
00:05.6	1300	1294.833618	100	100.0132	0.070066	0.091005	15.631262	0.234055	228.271806	1050	4.108705	988.225703	2.941999	18.153221	2.793144	2.863622	2892.218183	-11.882049	0	214.532024	1.020369	29.512889	31.187458	0.016514	42.80614
00:05.7	1300	1289.573853	100	100.0132	0.07051	0.044928	15.910617	-0.138139	228.272915	1050	4.079178	1012.948492	2.912034	18.377251	2.78796	2.837861	2892.218183	-11.874945	0	214.463516	1.019833	29.957518	27.374554	0.01656	42.809045
00:05.8	1300	1304.206177	100	98.627842	0.071922	0.070262	15.892851	0.048573	228.337272	1050	4.052311	1045.91221	2.952151	18.104886	2.805586	2.863622	2820.001069	-11.87596	0	214.632824	1.019833	29.133827	27.968437	0.01656	42.887458
00:05.9	1300	1301.363159	100	100.0132	0.083655	0.089365	15.892851	0.244918	228.337272	1050	4.060555	1093.297556	2.89859	18.44588	2.775863	2.853317	2820.001069	-11.87596	0	214.632824	1.019833	29.133827	27.968437	0.01656	42.887458
00:06.0	1300	1290.739014	100	100.0132	0.071974	0.053373	15.654793	-0.08936	228.282485	1050	4.075323	1064.454302	2.880344	18.584619	2.792685	2.853317	2939.302176	-11.884079	0	214.576632	1.020101	30.080457	29.22506	0.016514	42.86655
00:06.1	1300	1297.900635	100	98.627842	0.074866	0.066819	15.654793	0.074807	228.282485	1050	4.100649	1012.948492	2.887188	18.549951	2.801323	2.853317	2939.302176	-11.884079	0	214.576632	1.020101	30.080457	29.22506	0.016514	42.86655
00:06.2	1300	1282.79126	100	98.627842	0.075015	0.092317	15.654793	0.245942	228.282485	1050	4.088634	953.201752	2.848115	18.854833	2.782955	2.848165	3095.640616	-11.884079	0	214.576632	1.020101	30.080457	29.22506	0.016514	42.86655
00:06.3	1300	1295.672485	100	101.398558	0.075711	0.042878	15.844671	-0.038122	228.411366	1050	4.061939	1015.008724	2.844618	18.856142	2.788033	2.858469	3095.640616	-11.87393	0	214.649466	1.019833	29.101044	27.911057	0.016514	42.754645
00:06.4	1300	1303.526123	100	100.0132	0.072393	0.071738	15.786084	0.074192	228.520394	1050	4.026489	1062.39407	2.957095	18.08807	2.802891	2.837861	2796.25694	-11.868855	0	214.724177	1.019565	30.346824	26.304416	0.016605	42.811138
00:06.5	1300	1308.557983	100	100.0132	0.083964	0.089775	15.786084	0.295951	228.520394	1050	4.051901	1093.297556	2.925946	18.299678	2.771504	2.863622	2796.25694	-11.868855	0	214.724177	1.019565	30.346824	26.304416	0.016605	42.811138
00:06.6	1300	1312.034546	100	101.398558	0.074203	0.063129	15.786084	0.072553	228.520394	1050	4.074652	1068.574767	2.716106	19.750166	2.789	2.843013	3004.127715	-11.868855	0	214.724177	1.019565	30.346824	26.304416	0.016605	42.811138
00:06.7	1300	1302.549683	100	100.0132	0.073775	0.062637	15.671287	0.114773	228.457131	1050	4.092425	1004.707562	2.907322	18.483365	2.798797	2.868774	3004.127715	-11.885094	0	214.597739	1.019565	29.398146	28.605356	0.01656	42.849975
00:06.8	1300	1280.491699	100	100.0132	0.082628	0.078051	15.671287	0.315626	228.457131	1050	4.082641	986.165471	2.848254	18.903343	2.780901	2.837861	2913.361771	-11.885094	0	214.597739	1.019565	29.398146	28.605356	0.01656	42.849975
00:06.9	1300	1318.956665	100	100.0132	0.074976	0.059112	15.89497	0.071938	228.6397	1050	4.049594	1056.213372	2.665523	20.152935	2.783155	2.863622	2913.361771	-11.872915	0	214.690866	1.020101	30.561967	29.655411	0.016514	42.815553
00:07.0	1300	1305.355225	100	101.398558	0.080413	0.084364	15.89497	0.100631	228.6397	1050	4.035776	1087.116858	2.738364	18.511698	2.787531	2.853317	3074.194581	-11.872915	0	214.690866	1.020101	30.561967	29.655411	0.01656	42.815553
00:07.1	1300	1284.727783	100	98.627842	0.071746	0.073706	15.837067	0.284678	228.638518	1050	4.068399	1113.89988	2.949083	18.282705	2.78177	2.858469	3074.194581	-11.874945	0	214.68759	1.019833	29.748522	30.639479	0.01656	42.792379
00:07.2	1300	1311.346558	100	100.0132	0.071342	0.055914	15.717369	0.120921	228.804155	1050	4.085657	1068.574767	2.817102	19.164252	2.794614	2.843013	2798.219954	-11.862765	0	214.682032	1.019833	30.256669	29.893538	0.01656	42.842767
00:07.3	1300	1305.44043	100	95.857127	0.075666	0.126096	15.717369	0.124406	228.804155	1050	4.103257	1010.88826	2.859712	18.878172	2.787583	2.848165	2798.219954	-11.862765	0	214.682032	1.019833	30.256669	29.893538	0.01656	42.842767
00:07.4	1300	1289.864868	100	100.0132	0.081188	0.059604	15.717369	0.199828	228.804155	1050	4.084031	998.526865	2.854684	18.916895	2.774792	2.858469	2866.000617	-11.862765	0	214.682032	1.019833	30.256669	29.893538	0.01656	42.842767
00:07.5	1300	1296.554443	100	101.398558	0.075962	0.05739	15.849547	0.17011	228.741473	1050	4.054332	1066.514534	2.734299	19.742557	2.813532	2.843013	2866.000617	-11.892199	0	214.7757	1.020369	30.309943	28.513548	0.016605	42.809556
00:07.6	1300	1304.036011	100	101.398558	0.078397	0.188406	15.849547	0.098172	228.741473	1050	4.044377	1103.598718	2.827847	19.117894	2.780374	2.863622	2836.45972	-11.892199	0	214.7757	1.020369	30.309943	28.513548	0.016605	42.809556
00:07.7	1300	1291.155518	100	101.398558	0.076249	0.067392	15.746626	0.224627	228.77779	1050	4.076914	1115.960112	2.946711	18.322044	2.778773	2.837861	2836.45972	-11.87393	0	214.771806	1.020101	31.262719	29.42876	0.016514	42.800756
00:07.8	1300	1309.543213	100	101.398558	0.069128	0.057308	15.746626	0.165601	228.77779	1050	4.098378	1087.116858	2.771019	19.505267	2.852025	2.863622	2850.114185	-11.87393	0	214.771806	1.020101	31.262719	29.42876	0.016514	42.800756
00:07.9	1300	1308.001709	100	97.242485	0.074398	0.205377	15.71854	0.260494	228.661177	1050	4.10954	1017.068957	2.896664	18.618283	2.793561	2.848165	2850.114185	-11.892199	0	214.727061	1.019297	29.713689	27.87376	0.016514	42.873863
00:08.0	1300	1286.297729	100	100.0132	0.066928	0.060752	15.71854	0.194294	228.661177	1050	4.099413	986.165471	2.897069	18.611203	2.791561	2.858469	2871.60351	-11.892199	0	214.727061	1.019297	29.713689	27.87376	0.016514	42.873863
